ImageNumber,ObjectNumber,AreaShape_Area,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Compactness,AreaShape_Eccentricity,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,Correlation_Correlation_DNA_DUTP,Location_Center_X,Location_Center_Y,Number_Object_Number
1,96,74,1706,585,1.571261491,0.9288112,1,0.770833333,0.625608582,16.20912621,15.03329638,3,1.664290207,1.414213562,5,6.006345369,1.172975775,38.554,0.90797546,0.385401707,1705.783784,584.6486486,96
1,72,17,1719,443,1.718827815,0.944000996,1,0.708333333,0.6137927,8.284920145,7.071067812,1.414213562,1.048731007,1,2,2.733548094,2.207406624,18.656,0.971428571,-0.082025531,1719.705882,443.2941176,72
1,18,9,1744,134,0.999793547,0.687567076,1,0.75,0.857562943,3.971038992,3.16227766,1.414213562,1.092047458,1,2,2.883454283,20.30064732,11.484,0.947368421,0.883607305,1744.666667,134.1111111,18
1,123,36,1757,762,2.230008263,0.972217612,1,0.923076923,0.520402722,13.99782932,12.04159458,2,1.273011865,1,2,3.276595976,-0.80703996,29.484,0.98630137,-0.048454932,1752.833333,762.0277778,123
1,83,28,1753,520,1.938021488,0.961656224,1,0.848484848,0.607317387,11.4205956,10.04987562,2,1.208158112,1,2,3.132186706,3.409160026,24.07,0.949152542,-0.272718503,1754.428571,519.9642857,83
1,133,76,1760,799,4.913562096,0.993936701,1,0.655172414,0.24273269,30.67991566,28.01785145,2,1.23232703,1,3,3.373372761,1.700976189,62.726,0.808510638,-0.022082283,1761.763158,799.7763158,133
1,128,19,1767,783,1.714845152,0.941956732,1,0.703703704,0.517288922,8.727355624,8,2,1.148864586,1,2,2.930072553,2.855296569,21.484,0.88372093,-0.350399871,1765.473684,782.8947368,128
1,2,209,1773,10,2.56395652,0.978228249,1,0.878151261,0.455087351,36.1889331,33.06055051,4,2.062202244,2,6,7.510358415,1.86010838,75.968,0.956521739,0.074699801,1766.61244,9.832535885,2
1,9,10,1769,38,1.564513141,0.941461496,1,0.833333333,0.92493409,6.08,5,1,1,1,1,2.049692815,0,11.656,1,-0.48471795,1770.5,37.6,9
1,10,7,1776,38,3.590391604,0.999930793,1,1,0.343611696,8.075,6,1,1,1,0,0.095,0,16,1,-0.443241993,1779,38,10
1,50,235,1778,330,2.416481733,0.974486715,1,0.746031746,0.450454472,37.12214666,34.23448554,5,2.153709373,2,8,8.331887124,1.64581326,80.968,0.896946565,0.162236917,1781.714894,330.212766,50
1,122,322,1789,761,2.426808003,0.975271327,1,0.832041344,0.440931357,43.55883553,42.19004622,5,2.429379871,2,8,9.626979464,-1.184811913,95.796,0.937409025,0.143481176,1783.444099,760.8664596,122
1,11,48,1799,39,3.032055063,0.985784535,1,0.888888889,0.395152086,19.04545892,17.02938637,2,1.246425565,1,2,3.199911983,1.627617898,39.07,0.979591837,0.053084637,1797.541667,39.04166667,11
